spp,n_repeats,n_success,mean_wall_time_s,var_wall_time_s,mean_mitsuba_time_s,var_mitsuba_time_s,mean_effective_time_s,var_effective_time_s,mean_mse,var_mse,std_mse,mean_rmse,var_rmse,std_rmse,mean_rel_mse,var_rel_mse,mean_rel_rmse,var_rel_rmse,mean_E,var_E,mean_spatial_var,mean_flip,var_flip,std_flip
1,3,3,4.942277017049491,0.000723241867119725,4.036333333333334,0.0003002222222222135,4.036333333333334,0.0003002222222222135,0.13743717968463898,0.0003887507636923064,0.019716763519713534,0.36980671632304674,0.000680172247004605,0.026080112097240014,12.45935090382894,3.513714708187965,3.5200346537016127,0.06870694056870634,-0.0005649422916273276,1.033234133592022e-08,0.1374369114637375,nan,nan,nan
2,3,3,4.937489506478111,0.00036232298422685707,4.030666666666667,0.0008002222222222177,4.030666666666667,0.0008002222222222177,0.17188560962677002,1.959159791968072e-05,0.004426239704272772,0.41455679794079847,2.827090784202565e-05,0.0053170393869169,12.621127764383951,5.147151283280942,3.537858132764585,0.1046875968154357,-6.427883636206388e-05,5.369777630513765e-07,0.17188511292139688,nan,nan,nan
4,3,3,4.927261485718191,0.0010588827707162698,4.014333333333333,0.0005148888888888907,4.014333333333333,0.0005148888888888907,0.14313563207785288,4.725703370301994e-06,0.002173868296448061,0.37832179120898446,8.254374278466156e-06,0.0028730426865026136,15.208022117614746,7.351948692824105,3.8834159507335144,0.1271026712032593,-0.00030800192325841635,8.569206424025918e-07,0.1431347131729126,nan,nan,nan
