spp,repeat,returncode,wall_time_s,mitsuba_time_s,effective_time_s,mse,rmse,rel_mse,rel_rmse,E,spatial_var,flip
1,1,0,4.945966277271509,0.1894,0.1894,0.832581639289856,0.9124591165032305,3.347710609436035,1.8296750010414513,-0.0018370712641626596,0.8325780630111694,
1,2,0,4.91847621742636,0.1844,0.1844,0.8760281205177307,0.9359637388904181,2.9883487224578857,1.7286841014071617,-0.004145957063883543,0.8760109543800354,
1,3,0,4.930117888376117,0.191,0.191,0.8696246147155762,0.9325366559634941,2.9625120162963867,1.721194938493716,-0.002209560014307499,0.8696198463439941,
2,1,0,4.911467517726123,0.197,0.197,0.4454234540462494,0.6674005199625255,1.6284370422363281,1.2761022851779273,0.0027291516307741404,0.4454159736633301,
2,2,0,4.888259964995086,0.1929,0.1929,0.404173880815506,0.635746711210924,1.678800106048584,1.2956851878633884,0.0008094678050838411,0.40417325496673584,
2,3,0,4.862775437533855,0.1894,0.1894,0.42301490902900696,0.6503959632631547,1.5161720514297485,1.2313293838083084,-0.00031131008290685713,0.423014760017395,
4,1,0,4.8558138608932495,0.2116,0.2116,0.20197653770446777,0.4494179988657194,0.9443489909172058,0.9717762041320037,-0.0019013202982023358,0.20197290182113647,
4,2,0,4.956910138018429,0.2111,0.2111,0.22168970108032227,0.4708393580408527,0.9165318012237549,0.9573566739850696,0.0004161878605373204,0.22168955206871033,
4,3,0,4.952075893059373,0.2133,0.2133,0.22573266923427582,0.4751133225181923,0.943577766418457,0.9713793112983501,-0.0003048658254556358,0.22573250532150269,
