spp,n_repeats,n_success,mean_wall_time_s,var_wall_time_s,mean_mitsuba_time_s,var_mitsuba_time_s,mean_effective_time_s,var_effective_time_s,mean_mse,var_mse,std_mse,mean_rmse,var_rmse,std_rmse,mean_rel_mse,var_rel_mse,mean_rel_rmse,var_rel_rmse,mean_E,var_E,mean_spatial_var,mean_flip,var_flip,std_flip
1,3,3,8.701075301816067,0.001589767716269376,0.1259333333333333,4.6222222222221907e-07,0.1259333333333333,4.6222222222221907e-07,0.4616607228914897,0.0037167620121402304,0.06096525249796174,0.6779894097623073,0.00199108314164793,0.04462155467538004,4.299417316913605,18.24437780472921,1.820257404331085,0.9860802988914651,-0.0008375443145875275,4.4622434753343353e-07,0.4616596003373464,nan,nan,nan
2,3,3,8.821418199998638,0.00048082376185309186,0.24766666666666667,1.686222222222227e-05,0.24766666666666667,1.686222222222227e-05,0.26769306262334186,0.0017065735725139634,0.04131069561885836,0.5158277716019368,0.001614772667521935,0.04018423406663284,2.143162409464518,0.2873830739418332,1.4515756265032398,0.03609061000624475,-0.00027028867043554783,1.5545643411614881e-06,0.2676915029684703,nan,nan,nan
4,3,3,9.076309259980917,0.0020539213260378606,0.4846,9.098666666666668e-05,0.4846,9.098666666666668e-05,0.10828193028767903,4.328127500664704e-05,0.006578850584003792,0.3289097605144126,0.00010029972603074175,0.01001497508887275,0.5810878078142802,0.002866648248322513,0.7614575027433773,0.0012702793300997893,0.0004700790741480887,2.2061578025666015e-08,0.10828173657258351,nan,nan,nan
