node_index,aabb_min_x,aabb_min_y,aabb_min_z,aabb_max_x,aabb_max_y,aabb_max_z,n_subtree_primitives,n_leaf_primitives,node_type,valid,surface_area,center_of_mass_x,center_of_mass_y,center_of_mass_z,importance,importance_gt
411,0.0386742,-0.146648,2.73731,0.536213,0.0724503,2.84251,10,0,interior,1,0.0203,0.411672,-0.01518,2.78907,0.22895,0
412,0.0386742,-0.146648,2.7436,0.534146,0.0716109,2.84251,5,0,interior,1,0.00519999,0.102498,-0.117667,2.77815,0.0573462,0
413,0.0386742,-0.146648,2.7436,0.125398,-0.0823411,2.84251,2,2,leaf,1,0.00504999,0.0941587,-0.120258,2.77667,0.0500583,0
414,0.117063,-0.146648,2.74375,0.534146,0.0716109,2.84251,3,3,leaf,1,0.000149997,0.38325,-0.0304417,2.82805,0.256803,0
415,0.495591,-0.0214154,2.73731,0.536213,0.0724503,2.83731,5,0,interior,1,0.0151,0.518143,0.0201135,2.79283,0.282538,0
416,0.53322,-0.0214154,2.73731,0.536213,-0.0201998,2.83731,2,2,leaf,1,9.99989e-05,0.534717,-0.0208076,2.78731,0,0
417,0.495591,-0.0214154,2.73731,0.536213,0.0724503,2.83731,3,3,leaf,1,0.015,0.518032,0.0203863,2.79287,0.283912,0
418,0.0115316,-0.020576,2.73731,0.777352,0.967749,2.92151,19,0,interior,1,0.0257,0.680429,0.77528,2.85077,0.0682445,3.37765e-11
419,0.0115316,-0.020576,2.73731,0.77721,0.959821,2.83731,9,0,interior,1,0.00539998,0.504299,0.0718069,2.77141,0.288754,5.05368e-11
420,0.495591,-0.020576,2.73731,0.536213,0.0724503,2.83731,4,4,leaf,1,0.00515,0.50953,0.0409185,2.77032,0.284723,4.72516e-11
421,0.0115316,0.0716109,2.73731,0.77721,0.959821,2.83731,5,0,interior,1,0.000249985,0.396533,0.708144,2.79399,0.26577,5.81761e-11
422,0.012016,0.0716109,2.73731,0.498584,0.82581,2.83731,2,2,leaf,1,9.99921e-05,0.25707,0.432266,2.77433,0,0
423,0.0115316,0.726021,2.77742,0.77721,0.959821,2.82183,3,3,leaf,1,0.000149993,0.489506,0.892056,2.8071,0.249739,6.80488e-11
424,0.677208,0.957032,2.82175,0.777352,0.967749,2.92151,10,0,interior,1,0.0203,0.72728,0.96241,2.87188,0.0162468,2.953e-11
425,0.677208,0.957032,2.82175,0.777352,0.967749,2.92151,5,0,interior,1,0.0151,0.721426,0.962222,2.86612,0.0133036,1.97467e-11
426,0.677208,0.958824,2.82175,0.677368,0.967749,2.92151,2,2,leaf,1,0.000100001,0.677288,0.963286,2.87163,0.325144,0
427,0.677208,0.957032,2.82175,0.777352,0.967749,2.92151,3,3,leaf,1,0.015,0.721721,0.962215,2.86608,0.00657598,2.05189e-11
428,0.67735,0.957032,2.82175,0.777352,0.967749,2.92151,5,0,interior,1,0.0052,0.74428,0.962953,2.8886,0.0241102,1.86266e-11
429,0.67735,0.957032,2.82183,0.777352,0.967749,2.92151,2,2,leaf,1,0.00505,0.74363,0.962953,2.88861,0.00736106,2.00527e-11
430,0.67735,0.957032,2.82175,0.777352,0.966752,2.92151,3,3,leaf,1,0.000150001,0.766186,0.962959,2.88825,0.338165,0
