px,py,pz,nx,ny,nz
-0.597856,0.571988,0.0249728,-0.0438752,0.684003,0.728159
-0.858125,0.176838,0.591321,0.341204,0.7859,-0.515694
-0.582965,0.818394,0.551533,0.311037,0.0261611,-0.950038
0.401618,-0.821471,1.18498,-0.987848,0.155422,0
0.0705952,0.676354,3.02287,0.0236018,0.999721,0
0.862436,-0.758582,2.22941,-0.380562,0.891328,-0.246388
0.925784,-0.0741474,2.30813,-0.330219,0.935775,0.123612
0.748077,-0.930487,2.16948,-0.0896943,0.994202,-0.0593107
-0.954867,0.621517,2.70219,0.919277,0.302578,0.251746
0.979368,0.578135,1.50347,-0.087516,0.33363,0.938633
0.404682,0.717438,1.7031,0.910578,0.413337,0
0.339795,0.388838,0.517278,0.861158,0.171547,0.478516
0.237945,-0.158817,1.79575,-0.177038,0.306595,-0.935231
0.0538319,-0.0287684,0.825767,0.60888,0.390253,-0.690629
1.00289,-0.348146,0.594706,0.343049,0.102095,0.933753
-0.251624,1.01405,2.78273,-0.804316,0.594203,0
0.298625,0.0100721,0.506469,-0.538055,0.821395,0.189228
0.244705,-0.190892,1.88019,-0.467667,0.809904,0.354038
-0.0453418,0.17656,2.35816,0.152418,0.164953,0.974453
0.580825,-0.614966,0.866042,0.475624,0.803961,0.35697
1.01394,0.368897,1.92613,0.967241,0.25386,0
-0.88481,-0.000369027,2.19849,-0.731214,0.290526,0.617187
0.120773,0.340887,0.592437,-0.244082,0.969755,0
-0.601112,-0.185529,1.18406,0.629552,0.77679,0.0161934
-0.288589,0.104084,2.99068,-0.673846,0.320108,0.66593
-0.217737,0.992593,2.82113,0.03849,0.0521003,0.9979
0.863143,-0.760302,2.22209,-0.380562,0.891328,-0.246388
-0.319571,-0.12739,2.94012,0.415801,0.8947,-0.163162
0.595727,-0.138846,2.47963,-0.464855,0.885387,0
0.300442,0.00734302,0.523483,-0.538055,0.821395,0.189228
-0.638529,-0.154186,1.13524,0.629552,0.77679,0.0161934
0.919864,-0.728686,2.63467,0.246116,0.534967,0.808231
0.399294,-0.268841,0.969501,0.994696,0.102856,0
-0.727926,-0.323759,2.13059,0.183195,0.983077,0
-0.687495,0.190354,2.13696,0.21907,0.148539,0.964336
0.145515,-0.946951,2.3555,0.411527,0.509763,0.755505
-0.0371322,-0.704806,1.07417,0.686535,0.245949,0.684236
-0.153045,0.528487,1.50492,-0.150201,0.339766,0.928439
0.043898,0.0488406,2.63775,0.021034,0.892413,0.450728
-0.139453,0.929395,1.38399,-0.0275774,0.895384,-0.44444
-0.250076,1.01615,2.81751,-0.804316,0.594202,0
1.00894,-0.368481,0.594706,0.343049,0.102095,0.933753
1.01741,0.678741,2.37485,0.959638,0.281237,0
-0.702377,0.948962,2.66791,0.913603,0.268271,0.305548
0.64987,0.502532,0.763261,0.724748,0.295402,0.622477
0.781039,0.92297,0.770151,0.607404,0.794393,0
0.96306,0.453065,2.70134,0.718106,0.695934,0
-0.461741,0.784814,0.794601,-0.488419,0.80435,-0.338332
-0.81669,-0.394187,2.75577,-0.0313181,0.537847,-0.842461
-0.963429,-0.276126,0.24866,-0.101957,0.815718,0.569394
0.895126,-0.122256,1.13343,0.97494,0.222467,0
0.293899,0.805321,0.206814,-0.496414,0.638449,0.58818
-0.0179363,1.00277,2.3214,0.0486024,0.998818,0
0.650874,0.872783,0.813907,0.52801,0.792293,0.305741
-0.515396,-0.81208,0.067569,-0.386766,0.922178,0
-0.698542,0.584102,0.114165,-0.363862,0.122402,0.923376
0.47474,0.632245,2.92929,0.827634,0.561269,0
-0.790803,0.686943,0.755586,-0.210415,0.975408,-0.0656068
0.963852,0.452248,2.69946,0.718106,0.695934,0
-0.0511961,-0.758507,1.10759,0.686535,0.245949,0.684236
0.946677,-0.807365,2.32247,0.192065,0.981382,0
-0.513581,0.409381,2.12657,0.323201,0.524656,0.787577
0.702045,0.497003,2.031,0.506202,0.0597051,-0.860346
-0.348353,-0.294266,1.51445,0.326329,0.60577,0.725639
0.946778,-0.0682022,2.31791,0.943008,0.332771,0
0.707047,0.349327,0.805244,0.336534,0.878283,-0.339654
-0.606919,0.190214,2.87566,0.936887,0.349632,0
-0.0799491,0.69683,2.04407,-0.418623,0.90816,0
-0.828523,0.290585,2.80109,-0.627695,0.77846,0
-0.706687,0.947667,2.68193,0.913603,0.268271,0.305548
-0.19038,0.239953,2.99247,0.0457164,0.919601,0.390184
-0.600407,-0.400171,1.68954,0.513824,0.58701,0.625623
-0.672655,0.661059,0.114165,-0.363862,0.122402,0.923376
0.406698,-0.78918,1.18818,-0.987848,0.155422,0
-0.850483,0.0251059,2.22717,-0.731214,0.290526,0.617187
0.978664,0.173037,0.915519,0.464735,0.880951,0.0891484
-0.827964,0.667672,2.35825,-0.575521,0.74458,-0.338196
-0.164281,0.721979,0.0122454,0.234,0.748261,-0.620765
0.0587346,-0.110941,2.82118,0.820596,0.0692051,0.567303
0.255058,-0.567794,2.06136,-0.435038,0.0929674,-0.8956
0.857721,0.607534,0.324963,-0.525839,0.13414,-0.83994
-0.851052,-0.0495384,1.29011,-0.621603,0.559792,0.547944
0.864499,-0.556839,1.52558,-0.404124,0.914704,0
0.836169,0.504944,1.45751,-0.117485,0.986559,-0.113574
0.950999,-0.48617,2.52023,-0.0365146,0.883681,0.466664
-0.141234,1.01306,1.21256,-0.0301159,0.735946,-0.67637
-0.185637,0.645496,1.92742,-0.184077,0.231735,0.955204
0.845511,-0.176052,1.16419,-0.129864,0.569118,0.811936
-0.715367,0.150742,1.57902,-0.925445,0.378881,0
-0.7119,-0.397758,2.17946,-0.836803,0.155937,0.524828
-0.601388,-0.475412,2.19539,0.602013,0.798487,0
0.774421,-0.0156856,2.61496,-0.383622,0.92349,0
0.923014,0.478777,2.7773,-0.594573,0.613516,-0.519694
0.62008,0.172027,1.43108,0.0674609,0.439395,0.895757
0.470464,0.711873,0.374105,0.623304,0.770717,-0.13224
-0.195461,0.902409,1.3331,-0.0275774,0.895384,-0.44444
-0.18047,0.223523,0.339065,-0.860306,0.509778,0
0.524216,0.679029,0.436034,0.623304,0.770717,-0.13224
-0.766192,-0.816867,2.23663,-0.680349,0.732888,0
-0.723153,-0.395722,2.16092,-0.836803,0.155937,0.524828
0.451677,-0.813417,1.10652,-0.197731,0.158478,0.967361
-0.933132,0.970203,2.43186,0.989458,0.0614236,-0.131147
-0.730903,-0.323204,2.12568,0.183195,0.983077,0
-0.325643,-0.562654,0.806955,-0.0400105,0.982103,-0.184047
0.344699,0.358986,1.71378,0.404236,0.180013,-0.896766
0.702084,0.496957,2.03102,0.506202,0.0597051,-0.860346
-0.937749,0.28604,1.25607,0.946984,0.27676,-0.163172
-0.146913,0.514394,2.16312,0.648333,0.761357,0
-0.486063,-0.420622,1.16027,0.840192,0.542289,0
0.0435476,0.0392972,2.65666,0.021034,0.892414,0.450728
0.638443,0.215895,1.40719,0.135934,0.885383,-0.444543
0.107486,-0.587296,2.90391,-0.427994,0.903782,0
0.855567,-0.560785,1.4884,-0.404124,0.914704,0
0.860042,-0.558808,1.50702,-0.404124,0.914704,0
0.871973,-0.215129,0.506605,0.0322784,0.810042,-0.585483
0.473371,0.149768,2.52075,0.882991,0.469389,0
-0.707762,0.947319,2.68545,0.913603,0.268271,0.305548
-0.724773,-0.589625,1.31801,-0.52691,0.769876,-0.360078
