px,py,pz,nx,ny,nz,weight
0.749824,0.0318242,1.03494,0.216824,0.481924,-0.848962,0.00312536
0.129982,-0.985565,2.13775,0.58805,0.807412,0.0477932,0.00114059
-0.232879,-0.553142,2.79739,-0.492195,0.870485,0,2.95149e-06
-0.925998,-0.63966,2.65836,-0.789996,0.609477,0.0666668,0.000611565
-0.709458,0.19701,2.86754,-0.528028,0.849227,0,4.83132e-06
-0.0679906,-0.460701,0.51194,-0.047666,0.481385,0.875212,4.28181e-06
0.212035,-0.605408,2.97101,0.0955267,0.447504,0.889165,8.2767e-06
0.463741,0.638713,2.90535,0.915229,0.402935,0,6.6654e-06
-0.188815,0.502703,2.10892,-0.152403,0.536171,0.830237,0.00123646
0.391384,-0.375024,2.34754,0.271204,0.36108,0.892228,9.32092e-06
0.131182,-0.983988,2.09634,0.58805,0.807412,0.0477932,0.00117051
-0.62032,0.781018,1.7188,-0.556969,0.653992,0.511937,1.00498e-05
0.915302,-0.772735,2.20672,0.985516,0.169582,0,1.51585e-05
-0.664046,0.316047,0.624678,-0.126598,0.849089,0.512855,0.000637109
0.226576,-0.443583,0.121929,-0.971065,0.238815,0,3.63084e-05
0.873675,-0.226101,1.6202,-0.401606,0.915813,0,8.08886e-06
0.636126,-0.160603,2.44302,-0.534686,0.808273,0.246588,0.000791082
-0.594557,-0.223919,0.19523,-0.108461,0.365368,0.924523,0.000238352
-0.730896,0.38944,1.89815,0.648615,0.761116,0,6.70603e-06
-0.359652,-0.412466,2.60359,0.106559,0.994306,0,1.75424e-06
0.941522,0.583151,1.44632,-0.817408,0.576059,0,3.09604e-05
0.594195,0.0914512,0.681678,0.362065,0.65848,0.659783,0.000323544
-0.274559,0.134748,0.967841,0.648211,0.747316,0.146085,0.000927334
0.218369,-0.167897,2.99961,0.503483,0.848696,0.161926,2.81022e-06
0.648457,0.564441,2.11441,0.297947,0.497658,0.814595,1.31787e-05
0.41868,0.0954965,0.890585,-0.298635,0.954368,0,1.03417e-05
-0.745572,-0.0651324,1.185,0.786652,0.617396,0,1.28803e-05
0.141919,0.2544,2.91536,-0.00589332,0.999983,0,1.23288e-06
0.717811,0.66217,1.1239,-0.0253768,0.0221287,-0.999433,1.56618e-05
1.00748,-0.340871,0.551111,-0.18984,0.0342011,0.981219,0.00427396
0.826551,-0.0421376,2.60649,0.164708,0.939486,-0.300395,0.000726179
-0.020653,0.615485,1.83351,-0.140196,0.849485,0.508645,0.000898681
0.67816,-0.145556,2.48484,-0.534686,0.808273,0.246588,0.000784176
-0.627452,0.934758,2.42281,-0.941724,0.00295049,0.336372,0.00113549
-0.916894,0.464624,1.87488,0.932423,0.357558,-0.0523361,0.000785172
0.375419,-0.365799,2.34327,-0.799581,0.600559,0,7.08836e-06
0.648023,0.564696,2.11441,0.297947,0.497658,0.814595,1.31741e-05
-0.0463854,0.64103,1.99325,0.160796,0.135033,-0.977707,9.82122e-06
0.230708,0.02182,0.480204,-0.0251805,0.327925,0.944368,0.000698573
0.804839,0.656268,0.576738,0.533048,0.843183,0.0700154,0.000536278
-0.585397,0.420857,2.10946,-0.966523,0.256579,0,1.18871e-05
0.457488,0.699062,0.399074,-0.488252,0.530316,0.693091,0.00330656
0.0792829,-0.0459869,0.86928,-0.225274,0.0211131,0.974067,0.00174836
-0.787265,0.47892,0.879925,-0.0555028,0.599786,0.798233,6.21938e-06
0.0138635,0.677851,1.49573,-0.535854,0.444062,0.718101,1.59987e-05
-0.392294,-0.444912,2.58064,-0.624573,0.0669347,0.778093,0.000988208
0.205563,0.741051,0.45429,-0.777352,0.0696905,0.625194,0.00297753
-0.983567,-0.261512,0.285881,0.0101197,0.00567347,0.999933,9.27617e-07
-0.903912,0.0140685,2.18918,-0.913604,0.406605,0,7.25894e-06
-0.0651895,0.759474,2.77576,0.206946,0.613533,-0.76207,0.000766842
-0.00705601,0.83121,0.2979,-0.0777163,0.595662,0.799467,8.0464e-06
-0.24144,-0.60037,0.295542,-0.978668,0.20545,0,1.81634e-05
0.76288,-0.039336,2.72758,0.271115,0.340603,0.90027,0.00122861
0.658073,-0.152782,2.46497,-0.534686,0.808273,0.246588,0.000787508
-0.761996,0.480745,0.88031,-0.0555028,0.599786,0.798233,4.76403e-06
0.725923,-0.914845,2.23244,0.824128,0.424635,-0.37483,0.00205541
0.726968,-0.458591,0.435099,0.269083,0.205678,-0.940899,0.00323793
-0.126271,0.960862,1.47472,-0.411077,0.9116,0,9.7448e-06
-0.925395,-0.638962,2.65911,-0.789996,0.609477,0.0666668,0.000611608
0.386928,-0.196189,0.355939,-0.124871,0.0972015,-0.9874,1.84602e-06
-0.668784,0.348368,0.569998,-0.126598,0.849089,0.512855,0.000638185
-0.58581,0.419302,2.10754,-0.966523,0.256579,0,1.18963e-05
-0.25334,-0.137434,2.87356,0.843236,0.537544,0,7.59681e-06
0.277517,0.830546,0.231622,-0.433121,0.780493,-0.450817,0.00178011
0.68595,-0.147353,2.95949,0.994393,0.0504279,0.0929523,0.000721518
-0.00291876,-0.798533,2.96692,-0.999959,0.00906227,0,6.08977e-06
-0.252187,-0.139243,2.87176,0.843236,0.537544,0,7.60877e-06
0.381835,-0.398868,2.13954,0.710887,0.620072,-0.331889,0.00134737
0.856948,-0.735269,2.63225,-0.602153,0.230974,0.76424,1.35397e-05
-0.0659042,0.758647,2.7749,0.206946,0.613533,-0.76207,0.000767043
-0.839113,-0.0124941,2.20012,0.401356,0.90181,-0.160162,0.0005332
-0.936532,0.670941,2.7782,0.830207,0.557455,0,5.52978e-06
0.758095,-0.045321,2.73128,0.271115,0.340603,0.90027,0.00122212
-0.879449,-0.464814,1.73154,-0.462028,0.886865,0,4.37181e-06
0.228064,-0.43753,0.120878,-0.971065,0.238815,0,3.6434e-05
-0.640343,0.910649,1.12349,0.652161,0.216644,0.726465,0.000494566
0.349104,0.519344,0.310772,-0.757454,0.583937,-0.29203,0.00351094
0.441407,0.0851705,2.46635,-0.199371,0.132559,-0.970917,0.000931566
1.01077,-0.338617,0.551669,-0.18984,0.0342011,0.981219,0.0043008
-0.906209,0.708163,0.168609,0.719244,0.468601,-0.512934,0.00106066
-0.0372432,0.827026,0.298083,-0.0777163,0.595662,0.799467,7.8029e-06
0.88491,-0.221174,1.63748,-0.401606,0.915813,0,8.042e-06
0.776041,0.294366,1.02804,-0.249958,0.505767,-0.825664,5.07803e-06
0.666809,-0.149639,2.47361,-0.534686,0.808273,0.246588,0.000786083
-0.0850536,0.767246,2.77767,-0.947549,0.31961,0,7.03138e-06
-0.795251,0.155435,0.600704,0.20198,0.96739,-0.15284,0.000307134
-0.667959,0.342495,0.579924,-0.126598,0.849089,0.512855,0.000638026
0.464158,0.637765,2.90377,0.915229,0.402935,0,6.67491e-06
0.435739,0.0890823,2.46805,-0.199371,0.132559,-0.970917,0.000927134
-0.103838,0.681884,2.07218,-0.643092,0.765789,0,1.16047e-05
-0.642928,0.714253,1.62499,0.90785,0.382156,-0.172528,0.00092451
-0.868239,-0.458974,1.70455,-0.462028,0.886865,0,4.45272e-06
-0.228497,0.945593,2.75367,0.553236,0.120859,-0.82421,0.0011706
0.838975,0.951765,0.0888258,-0.290581,0.346919,0.891745,2.66746e-05
0.23086,0.0201473,0.480789,-0.0251805,0.327925,0.944368,0.000698644
-0.76689,0.480805,0.879925,-0.0555028,0.599786,0.798233,6.32616e-06
-0.823275,-0.194229,0.0301758,-0.187002,0.982152,-0.020178,0.000202006
-0.823284,-0.194291,0.0272274,-0.187002,0.982152,-0.020178,0.000202009
-0.065982,0.758374,2.77466,0.206946,0.613533,-0.76207,0.000767153
-0.414752,0.169636,1.61817,0.757395,0.645575,0.097905,0.000788443
0.250512,-0.186965,2.99961,0.503483,0.848696,0.161926,2.85204e-06
-0.835994,-0.00551536,2.24723,0.401356,0.90181,-0.160162,0.000523577
-0.628079,0.934612,2.42106,-0.941724,0.00295049,0.336372,0.00113601
0.368033,-0.290294,1.03865,0.177096,0.0808802,0.980865,1.0134e-05
-0.687995,0.998588,2.66193,-0.17391,0.984762,0,4.15374e-06
-0.830466,-0.24471,1.27744,0.997223,0.0744748,0,1.13543e-05
-0.741943,-0.392309,2.1323,-0.280026,0.745771,-0.604492,0.000232415
0.0451375,-0.785013,2.97935,0.00670837,0.740222,0.672329,4.91409e-06
0.0275533,0.096614,2.34603,0.596214,0.802826,0,6.92926e-06
0.690381,-0.200398,2.94087,0.994393,0.0504279,0.0929523,0.000731912
-0.586598,-0.250943,0.206843,-0.108461,0.365368,0.924523,0.000239647
0.827166,-0.0382599,2.61896,0.164708,0.939486,-0.300395,0.000718887
0.354104,-0.394179,2.27295,-0.799581,0.600559,0,9.77475e-06
-0.236851,-0.578512,0.23324,-0.978668,0.20545,0,1.84608e-05
-0.000310503,-0.784601,2.97935,0.00670837,0.740222,0.672329,4.80949e-06
0.685673,-0.490227,0.416374,0.269083,0.205678,-0.940899,0.00302207
-0.850126,-0.528759,1.74052,0.799323,0.416421,0.433216,0.000590865
0.786635,-0.51377,0.440994,0.747533,0.571389,0.338688,4.90062e-05
-0.90222,0.427637,1.89305,0.0488664,0.0187389,0.99863,6.0285e-06
0.0492003,0.720492,1.49573,-0.535854,0.444062,0.718101,1.62982e-05
0.766992,-0.0342117,2.7244,0.271115,0.340603,0.90027,0.0012342
-0.562896,0.518561,1.94901,0.128942,0.746875,-0.652344,0.000391159
0.892283,0.393984,2.50814,-0.800557,0.582056,0.142546,0.00140225
0.252811,-0.155483,1.84354,-0.77399,0.200413,-0.600645,0.000358767
-0.898128,-0.0480954,1.33512,0.119919,0.984351,0.12912,9.79274e-05
0.363559,-0.388061,2.12058,0.710887,0.620072,-0.331889,0.00135033
0.241773,0.464902,1.6776,0.154795,0.317483,0.935544,1.26342e-05
-0.895121,0.715359,0.190731,0.719244,0.468601,-0.512934,0.00106816
0.79172,0.0438616,1.05248,0.216824,0.481924,-0.848962,0.00324995
0.226092,-0.172478,2.99961,0.503483,0.848696,0.161926,2.82025e-06
0.599819,0.102207,0.667857,0.362065,0.65848,0.659783,0.000328147
0.372476,-0.369717,2.33383,-0.799581,0.600559,0,7.12053e-06
-0.670931,0.36409,0.542375,-0.0756299,0.507248,-0.858475,1.3453e-07
0.534245,0.136968,0.668028,-0.876272,0.481817,0,4.25696e-05
1.00766,0.396061,1.97096,0.698467,0.715642,0,8.94924e-06
0.687426,-0.147218,2.94363,0.994393,0.0504279,0.0929523,0.000730667
-0.321215,0.176935,0.954113,-0.755421,0.65524,0,1.7871e-05
0.642895,0.0253313,2.99617,0.097144,0.99527,0,4.68894e-07
-0.153281,0.824011,1.64798,0.867953,0.496647,0,8.3874e-06
0.916765,0.702932,2.30042,-0.502213,0.864744,0,1.2129e-05
0.915251,-0.772439,2.20621,0.985516,0.169582,0,1.5166e-05
0.0618666,-0.568851,2.36173,-0.799112,0.391115,0.456562,0.00142737
-0.696654,0.204971,2.87095,-0.528028,0.849227,0,4.85405e-06
0.013361,-0.784725,2.97935,0.00670837,0.740222,0.672329,4.84076e-06
-0.8641,-0.204074,1.32687,-0.0486781,0.651804,0.756824,4.73518e-06
0.969891,0.424615,1.91255,-0.453942,0.443048,-0.773075,8.21286e-06
0.690461,-0.198797,2.93915,0.994393,0.0504279,0.0929523,0.000732933
0.035704,-0.114994,0.138603,-0.63207,0.312751,-0.708995,0.00201932
1.02823,-0.326264,0.554617,-0.18984,0.0342011,0.981219,0.00444714
0.805866,0.657984,0.548249,0.533048,0.843183,0.0700154,0.000544008
0.264654,0.827693,0.240517,-0.218748,0.394189,0.892616,1.59644e-05
-0.103852,0.681872,2.07227,-0.643092,0.765789,0,1.1604e-05
-0.307484,0.172952,0.918496,0.648211,0.747316,0.146085,0.000910534
0.438525,0.154493,2.20624,0.999483,0.0321525,0,1.5008e-05
-0.742098,-0.0695589,1.16116,0.786652,0.617396,0,1.30123e-05
-0.582839,0.430492,2.12135,-0.966523,0.256579,0,1.18303e-05
-0.775249,0.154329,0.620136,0.20198,0.96739,-0.15284,0.000311681
# Fitted VMF mean direction: 0.0675994,0.989906,0.124567
# Fitted VMF kappa: 1.98162
# Fitted Gaussian mean: 0.285177,0.0533606,1.36576
# Fitted Gaussian covariance: 0.299381,-0.072578,-0.0236058;-0.072578,0.27082,-0.0714927;-0.0236057,-0.0714927,0.844577
